intent,rewritten_intent,snippet,question_id
Sorting a dictionary by value then by key,sort a dictionary `y` by value then by key,"sorted(list(y.items()), key=lambda x: (x[1], x[0]), reverse=True)",7742752
Using BeautifulSoup to select div blocks within HTML,using beautifulsoup to select div blocks within html `soup`,"soup.find_all('div', class_='crBlock ')",19011613
Remove list of indices from a list in Python,remove elements from list `centroids` the indexes of which are in array `index`,"[element for i, element in enumerate(centroids) if i not in index]",31267493
Comparing two lists in Python,list duplicated elements in two lists `listA` and `listB`,list(set(listA) & set(listB)),11697709
http file downloading and saving,"download ""http://randomsite.com/file.gz"" from http and save as ""file.gz""","testfile = urllib.request.URLopener()
testfile.retrieve('http://randomsite.com/file.gz', 'file.gz')",19602931
http file downloading and saving,"download file from http url ""http://randomsite.com/file.gz"" and save as ""file.gz""","urllib.request.urlretrieve('http://randomsite.com/file.gz', 'file.gz')",19602931
http file downloading and saving,download file from http url `file_url`,file_name = wget.download(file_url),19602931
Accented characters in Matplotlib,"set an array of unicode characters `[u'\xe9', u'\xe3', u'\xe2']` as labels in Matplotlib `ax`","ax.set_yticklabels(['\xe9', '\xe3', '\xe2'])",2406700
How to get a list of all integer points in an n-dimensional cube using python?,get a list of all integer points in a `dim` dimensional hypercube with coordinates from `-x` to `y` for all dimensions,"list(itertools.product(list(range(-x, y)), repeat=dim))",41727442
How can I convert a unicode string into string literals in Python 2.7?,convert unicode string `s` into string literals,print(s.encode('unicode_escape')),20774910
python - How to format variable number of arguments into a string?,how to format a list of arguments `my_args` into a string,"'Hello %s' % ', '.join(my_args)",18391059
Python regex search AND split,search and split string 'aaa bbb ccc ddd eee fff' by delimiter '(ddd)',"re.split('(ddd)', 'aaa bbb ccc ddd eee fff', 1)",8970524
Python regex search AND split,regex search and split string 'aaa bbb ccc ddd eee fff' by delimiter '(d(d)d)',"re.split('(d(d)d)', 'aaa bbb ccc ddd eee fff', 1)",8970524
Convert list of dictionaries to Dataframe,convert a list of dictionaries `d` to pandas data frame,pd.DataFrame(d),20638006
How to split string into words that do not contain whitespaces in python?,"split string ""This is a string"" into words that do not contain whitespaces","""""""This is a string"""""".split()",9206964
How to split string into words that do not contain whitespaces in python?,"split string ""This     is a     string"" into words that does not contain whitespaces","""""""This     is a     string"""""".split()",9206964
python pandas: apply a function with arguments to a series,,"my_series.apply(your_function, args=(2, 3, 4), extra_kw=1)",12182744
Python: How to remove all duplicate items from a list,remove all duplicate items from a list `lseperatedOrblist`,woduplicates = list(set(lseperatedOrblist)),6764909
Sum of product of combinations in a list,sum of product of combinations in a list `l`,"sum([(i * j) for i, j in list(itertools.combinations(l, 2))])",34437284
Using variables in Python regular expression,regular expression for validating string 'user' containing a sequence of characters ending with '-' followed by any number of digits.,re.compile('{}-\\d*'.format(user)),5900683
"In Python, how do I convert all of the items in a list to floats?",convert all of the items in a list `lst` to float,[float(i) for i in lst],1614236
How can I multiply all items in a list together with Python?,"multiply all items in a list `[1, 2, 3, 4, 5, 6]` together","from functools import reduce
reduce(lambda x, y: x * y, [1, 2, 3, 4, 5, 6])",13840379
How to write a tuple of tuples to a CSV file using Python,write a tuple of tuples `A` to a csv file using python,writer.writerow(A),8687568
How to write a tuple of tuples to a CSV file using Python,Write all tuple of tuples `A` at once into csv file,writer.writerows(A),8687568
"python, format string","python, format string ""{} %s {}"" to have 'foo' and 'bar' in the first and second positions","""""""{} %s {}"""""".format('foo', 'bar')",4928526
Replace a string in list of lists,Truncate `\r\n` from each string in a list of string `example`,"example = [x.replace('\r\n', '') for x in example]",13781828
Python: split elements of a list,split elements of a list `l` by '\t',[i.partition('\t')[-1] for i in l if '\t' in i],23145240
Splitting a string by using two substrings in Python,search for regex pattern 'Test(.*)print' in string `testStr` including new line character '\n',"re.search('Test(.*)print', testStr, re.DOTALL)",20062565
"python, locating and clicking a specific button with selenium",find button that is in li class `next` and assign it to variable `next`,next = driver.find_element_by_css_selector('li.next>a'),20457174
Getting file size in Python?,get the  size of file 'C:\\Python27\\Lib\\genericpath.py',os.stat('C:\\Python27\\Lib\\genericpath.py').st_size,6591931
how do i return a string from a regex match in python,return a string from a regex match with pattern '<img.*?>' in string 'line',"imtag = re.match('<img.*?>', line).group(0)",18493677
How to change folder names in python?,"Rename a folder `Joe Blow` to `Blow, Joe`","os.rename('Joe Blow', 'Blow, Joe')",8735312
How to find overlapping matches with a regexp?,find overlapping matches from a string `hello` using regex,"re.findall('(?=(\\w\\w))', 'hello')",11430863
express binary literals,convert 173 to binary string,bin(173),1476
express binary literals,convert binary string '01010101111' to integer,"int('01010101111', 2)",1476
express binary literals,convert binary string '010101' to integer,"int('010101', 2)",1476
express binary literals,convert binary string '0b0010101010' to integer,"int('0b0010101010', 2)",1476
express binary literals,convert 21 to binary string,bin(21),1476
express binary literals,convert binary string '11111111' to integer,"int('11111111', 2)",1476
Delete digits in Python (Regex),delete all digits in string `s` that are not directly attached to a word character,"re.sub('$\\d+\\W+|\\b\\d+\\b|\\W+\\d+$', '', s)",817122
Delete digits in Python (Regex),delete digits at the end of string `s`,"re.sub('\\b\\d+\\b', '', s)",817122
Delete digits in Python (Regex),Delete self-contained digits from string `s`,"s = re.sub('^\\d+\\s|\\s\\d+\\s|\\s\\d+$', ' ', s)",817122
Python Split String,truncate string `s` up to character ':',"s.split(':', 1)[1]",436599
How can I split this comma-delimited string in Python?,"print a string `s` by splitting with comma `,`","print(s.split(','))",5864485
How can I split this comma-delimited string in Python?,"Create list  by splitting string `mystring` using "","" as delimiter","mystring.split(',')",5864485
How to remove parentheses only around single words in a string,remove parentheses only around single words in a string `s` using regex,"re.sub('\\((\\w+)\\)', '\\1', s)",31405409
how to open a url in python,webbrowser open url `url`,webbrowser.open_new(url),4302027
how to open a url in python,webbrowser open url 'http://example.com',webbrowser.open('http://example.com'),4302027
PyQt QPushButton Background color,change the background colour of the button `pushbutton` to red,self.pushButton.setStyleSheet('background-color: red'),20668060
Zip and apply a list of functions over a list of values in Python,apply a list of functions named 'functions' over a list of values named 'values',"[x(y) for x, y in zip(functions, values)]",4231345
How do I modify the width of a TextCtrl in wxPython?,modify the width of a text control as `300` keeping default height in wxpython,"wx.TextCtrl(self, -1, size=(300, -1))",14306852
Displaying a grayscale Image,display a grayscale image from array of pixels `imageArray`,"imshow(imageArray, cmap='Greys_r')",14111705
How can I replace all the NaN values with Zero's in a column of a pandas dataframe,replace all the nan values with 0 in a pandas dataframe `df`,df.fillna(0),13295735
how to export a table dataframe in pyspark to csv?,export a table dataframe `df` in pyspark to csv 'mycsv.csv',df.toPandas().to_csv('mycsv.csv'),31385363
how to export a table dataframe in pyspark to csv?,Write DataFrame `df` to csv file 'mycsv.csv',df.write.csv('mycsv.csv'),31385363
Sum the second value of each tuple in a list,get the sum of each second value from a list of tuple `structure`,sum(x[1] for x in structure),12218112
How to sum the nlargest() integers in groupby,sum the 3 largest integers in groupby by 'STNAME' and 'COUNTY_POP',df.groupby('STNAME')['COUNTY_POP'].agg(lambda x: x.nlargest(3).sum()),40517350
what would be the python code to add time to a specific timestamp?,Parse string '21/11/06 16:30' according to format '%d/%m/%y %H:%M',"datetime.strptime('21/11/06 16:30', '%d/%m/%y %H:%M')",4363072
How to properly determine current script directory in Python?,get current script directory,os.path.dirname(os.path.abspath(__file__)),3718657
How can I do multiple substitutions using regex in python?,double each character in string `text.read()`,"re.sub('(.)', '\\1\\1', text.read(), 0, re.S)",15175142
Python convert tuple to string,"concatenate strings in tuple `('a', 'b', 'c', 'd', 'g', 'x', 'r', 'e')` into a single string",""""""""""""".join(('a', 'b', 'c', 'd', 'g', 'x', 'r', 'e'))",19641579
How to get full path of current file's directory in Python?,get full path of current directory,os.path.dirname(os.path.abspath(__file__)),3430372
variable number of digit in format string,"variable number of digits `digits` in variable `value` in format string ""{0:.{1}%}""","""""""{0:.{1}%}"""""".format(value, digits)",14932247
Get current URL in Python,get current requested url,self.request.url,2764586
Print a variable selected by a random number,get a random item from list `choices`,random_choice = random.choice(choices),30651487
Python: Sum string lengths,sum the length of all strings in a list `strings`,length = sum(len(s) for s in strings),3780403
Sort a list by multiple attributes?,sort a list `s` by first and second attributes,"s = sorted(s, key=lambda x: (x[1], x[2]))",4233476
